"Equipment ID","Equipment Description","Equipment Status","VIN/Serial #","In Service Date","Branch ID","Company","Equipment"
"MJ439761","TRUCK KNUCKLEBOOM","Active","1XKZD40XXMJ439761","09/08/2020","AMDEN","SRS Distribution","MJ439761 - TRUCK KNUCKLEBOOM"
"JN885981","TRUCK KNUCKLEBOOM","Active","4V5K99EH5JN885981","08/18/2017","AMDEN","SRS Distribution","JN885981 - TRUCK KNUCKLEBOOM"
"RD649393","TRUCK KNUCKLEBOOM","Active","1NPCXPEX3RD649393","04/17/2024","AMEAG","SRS Distribution","RD649393 - TRUCK KNUCKLEBOOM"
"LN241052","TRUCK KNUCKLEBOOM","Active","4V5KG9EH7LN241052","03/31/2020","AMGJU","SRS Distribution","LN241052 - TRUCK KNUCKLEBOOM"
"GJ127855","TRUCK KNUCKLEBOOM","Active","1NKZL70X0GJ127855","06/30/2017","AMGJU","SRS Distribution","GJ127855 - TRUCK KNUCKLEBOOM"
"FHGC8520","TRUCK KNUCKLEBOOM","Active","1FVHG3DV4FHGC8520","07/10/2014","AMIND","SRS Distribution","FHGC8520 - TRUCK KNUCKLEBOOM"
"NN309700","TRUCK KNUCKLEBOOM","Active","4V5KG9EH2NN309700","11/15/2022","AMSBO","SRS Distribution","NN309700 - TRUCK KNUCKLEBOOM"
"PD886895","TRUCK KNUCKLEBOOM","Active","1NPCXPEXXPD886895","06/20/2023","AMSDE","SRS Distribution","PD886895 - TRUCK KNUCKLEBOOM"
"KN193533","TRUCK KNUCKLEBOOM","Active","4V5K99EH0KN193533","07/23/2018","AMSDE","SRS Distribution","KN193533 - TRUCK KNUCKLEBOOM"
"GHGV1791","TRUCK KNUCKLEBOOM","Active","1FVHG3DVXGHGV1791","06/09/2015","ARMYB","SRS Distribution","GHGV1791 - TRUCK KNUCKLEBOOM"
"HDHZ1648","TRUCK KNUCKLEBOOM","Active","3ALMG3DV6HDHZ1648","10/12/2016","ARMYB","SRS Distribution","HDHZ1648 - TRUCK KNUCKLEBOOM"
"KN217923","TRUCK KNUCKLEBOOM","Active","4V5KG9DH4KN217923","02/19/2019","ARMYB","SRS Distribution","KN217923 - TRUCK KNUCKLEBOOM"
"SN666642","TRUCK KNUCKLEBOOM","On Order","4V5KG9EH7SN666642","","ARMYB","SRS Distribution","SN666642 - TRUCK KNUCKLEBOOM"
"EDGA1877","TRUCK KNUCKLEBOOM","Active","3ALHG3DV3EDGA1877","08/17/2021","ARMYB","SRS Distribution","EDGA1877 - TRUCK KNUCKLEBOOM"
"HHHX4603","TRUCK KNUCKLEBOOM","Active","1FVHG3DV4HHHX4603","08/03/2016","ARNCH","SRS Distribution","HHHX4603 - TRUCK KNUCKLEBOOM"
"KN195607","TRUCK KNUCKLEBOOM","Active","4V5KC9EH0KN195607","07/26/2018","ARNCH","SRS Distribution","KN195607 - TRUCK KNUCKLEBOOM"
"HHHE4094","TRUCK KNUCKLEBOOM","Active","1FVHG3DV8HHHE4094","11/11/2016","ARNCH","SRS Distribution","HHHE4094 - TRUCK KNUCKLEBOOM"
"KN196644","TRUCK KNUCKLEBOOM","Active","4V5KC9EH0KN196644","08/20/2018","ARNCH","SRS Distribution","KN196644 - TRUCK KNUCKLEBOOM"
"PDNN1792","TRUCK KNUCKLEBOOM","Active","3ALMG3FM8PDNN1792","07/29/2022","ARSCH","SRS Distribution","PDNN1792 - TRUCK KNUCKLEBOOM"
"4AN25358","TRUCK KNUCKLEBOOM","Disposed","2FZHATDCX4AN25358","07/09/2021","ARSCH","SRS Distribution","4AN25358 - TRUCK KNUCKLEBOOM"
"LPLH5943","TRUCK KNUCKLEBOOM","Active","5KKHAVDV7LPLH5943","07/09/2021","ARSCH","SRS Distribution","LPLH5943 - TRUCK KNUCKLEBOOM"
"KN216128","TRUCK KNUCKLEBOOM","In-Shop","4V5K99DH7KN216128","12/05/2018","ARSUM","SRS Distribution","KN216128 - TRUCK KNUCKLEBOOM"
"LHLY8742","TRUCK KNUCKLEBOOM","Active","1FVHG3DV8LHLY8742","04/26/2022","ARSUM","SRS Distribution","LHLY8742 - TRUCK KNUCKLEBOOM"
"ND775229","TRUCK KNUCKLEBOOM","Active","1NPCXPEX3ND775229","06/13/2022","BLBUF","SRS Distribution","ND775229 - TRUCK KNUCKLEBOOM"
"KN193547","TRUCK KNUCKLEBOOM","Active","4V5K99EH0KN193547","06/08/2018","BLBUF","SRS Distribution","KN193547 - TRUCK KNUCKLEBOOM"
"HJ154106","TRUCK KNUCKLEBOOM","Active","1NKZX7EX8HJ154106","06/21/2016","BLBUF","SRS Distribution","HJ154106 - TRUCK KNUCKLEBOOM"
"EH491485","TRUCK KNUCKLEBOOM","Active","1HTGSSJT2EH491485","02/12/2015","BLERI","SRS Distribution","EH491485 - TRUCK KNUCKLEBOOM"
"JN884780","TRUCK KNUCKLEBOOM","Active","4V5K99EH1JN884780","08/30/2017","BLERI","SRS Distribution","JN884780 - TRUCK KNUCKLEBOOM"
"NN309696","TRUCK KNUCKLEBOOM","Active","4V5KG9EH4NN309696","05/02/2022","BLJAM","SRS Distribution","NN309696 - TRUCK KNUCKLEBOOM"
"GHHG3346","TRUCK KNUCKLEBOOM","In-Shop","1FVHG3DV7GHHG3346","06/21/2016","BLMON","SRS Distribution","GHHG3346 - TRUCK KNUCKLEBOOM"
"DDFB0561","TRUCK KNUCKLEBOOM","Active","1FVHG3CY9DDFB0561","05/31/2019","BLNER","SRS Distribution","DDFB0561 - TRUCK KNUCKLEBOOM"
"JN884781","TRUCK KNUCKLEBOOM","Active","4V5K99EH3JN884781","09/06/2017","BLNPI","SRS Distribution","JN884781 - TRUCK KNUCKLEBOOM"
"GHHG3349","TRUCK KNUCKLEBOOM","Active","1FVHG3DV2GHHG3349","06/21/2016","BLPIT","SRS Distribution","GHHG3349 - TRUCK KNUCKLEBOOM"
"CJ114109","TRUCK KNUCKLEBOOM","Active","1HTGSSJT0CJ114109","04/09/2015","BLROC","SRS Distribution","CJ114109 - TRUCK KNUCKLEBOOM"
"KN193548","TRUCK KNUCKLEBOOM","Active","4V5K99EH2KN193548","08/16/2018","BLROC","SRS Distribution","KN193548 - TRUCK KNUCKLEBOOM"
"NN298364","TRUCK KNUCKLEBOOM","Active","4V5KG9EHXNN298364","01/27/2022","BLROC","SRS Distribution","NN298364 - TRUCK KNUCKLEBOOM"
"GHGY9985","TRUCK KNUCKLEBOOM","Active","1FVHG3DV4GHGY9985","12/24/2015","BLROC","SRS Distribution","GHGY9985 - TRUCK KNUCKLEBOOM"
"FHGC8533","TRUCK KNUCKLEBOOM","Active","1FVHG3DV2FHGC8533","06/17/2014","BLROC","SRS Distribution","FHGC8533 - TRUCK KNUCKLEBOOM"
"ND824443","TRUCK KNUCKLEBOOM","Active","1NPCXPEXXND824443","09/13/2022","BLROC","SRS Distribution","ND824443 - TRUCK KNUCKLEBOOM"
"PM029594","TRUCK KNUCKLEBOOM","Active","1M2GR3GC5PM029594","05/02/2023","BRPOM","SRS Distribution","PM029594 - TRUCK KNUCKLEBOOM"
"PD886893","TRUCK KNUCKLEBOOM","Active","1NPCXPEX6PD886893","06/22/2023","BRRIV","SRS Distribution","PD886893 - TRUCK KNUCKLEBOOM"
"LN266275","TRUCK KNUCKLEBOOM","Active","4V5KG9EH9LN266275","08/31/2020","BRRIV","SRS Distribution","LN266275 - TRUCK KNUCKLEBOOM"
"KN193552","TRUCK KNUCKLEBOOM","Active","4V5K99EH4KN193552","01/09/2019","BRSIM","SRS Distribution","KN193552 - TRUCK KNUCKLEBOOM"
"GHGV1805","TRUCK KNUCKLEBOOM","Active","1FVHG3DV6GHGV1805","07/15/2015","BRVIC","SRS Distribution","GHGV1805 - TRUCK KNUCKLEBOOM"
"EHFP3193","TRUCK KNUCKLEBOOM","Disposed","1FVHG3DV9EHFP3193","07/02/2013","BRVIC","SRS Distribution","EHFP3193 - TRUCK KNUCKLEBOOM"
"KN216131","TRUCK KNUCKLEBOOM","Active","4V5KG9DHXKN216131","12/21/2018","BWBLA","SRS Distribution","KN216131 - TRUCK KNUCKLEBOOM"
"KN220315","TRUCK KNUCKLEBOOM","Active","4V5KG9EH9KN220315","06/04/2019","BWBLA","SRS Distribution","KN220315 - TRUCK KNUCKLEBOOM"
"GHGV1806","TRUCK KNUCKLEBOOM","Active","1FVHG3DV8GHGV1806","06/09/2015","BWVIN","SRS Distribution","GHGV1806 - TRUCK KNUCKLEBOOM"
"MN274868","TRUCK KNUCKLEBOOM","Active","4V5KG9EH8MN274868","01/21/2021","BWVIN","SRS Distribution","MN274868 - TRUCK KNUCKLEBOOM"
"JN898383","TRUCK KNUCKLEBOOM","Active","4V5KC9EG5JN898383","05/08/2018","CAGRE","SRS Distribution","JN898383 - TRUCK KNUCKLEBOOM"
"PD775224","TRUCK KNUCKLEBOOM","Active","1NPCXPEX0PD775224","07/22/2022","CCSBA","SRS Distribution","PD775224 - TRUCK KNUCKLEBOOM"
"RD649410","TRUCK KNUCKLEBOOM","Active","1NPCXPEXXRD649410","06/27/2024","CCSTL","SRS Distribution","RD649410 - TRUCK KNUCKLEBOOM"
"GHGW3470","TRUCK KNUCKLEBOOM","Active","1FVHG3DV6GHGW3470","07/16/2015","CCSTL","SRS Distribution","GHGW3470 - TRUCK KNUCKLEBOOM"
"DJ344020","TRUCK KNUCKLEBOOM","Active","1NKBL50X2DJ344020","08/24/2018","CCSTL","SRS Distribution","DJ344020 - TRUCK KNUCKLEBOOM"
"EDGA1860","TRUCK KNUCKLEBOOM","Active","3ALHG3DV8EDGA1860","04/25/2014","CDDAL","SRS Distribution","EDGA1860 - TRUCK KNUCKLEBOOM"
"JN896612","TRUCK KNUCKLEBOOM","Active","4V5K99EH7JN896612","05/16/2018","CDHOU","SRS Distribution","JN896612 - TRUCK KNUCKLEBOOM"
"JHJX3518","TRUCK KNUCKLEBOOM","Active","1FVMG3DV8JHJX3518","12/02/2020","CDNOR","SRS Distribution","JHJX3518 - TRUCK KNUCKLEBOOM"
"NN309705","TRUCK KNUCKLEBOOM","Active","4V5KG9EH1NN309705","12/13/2022","COFAR","SRS Distribution","NN309705 - TRUCK KNUCKLEBOOM"
"JN995529","TRUCK KNUCKLEBOOM","Active","4V5K99EH0JN995529","07/13/2017","COFAR","SRS Distribution","JN995529 - TRUCK KNUCKLEBOOM"
"NM029620","TRUCK KNUCKLEBOOM","Active","1M2GR3GC6NM029620","04/18/2023","COLAK","SRS Distribution","NM029620 - TRUCK KNUCKLEBOOM"
"KN216130","TRUCK KNUCKLEBOOM","Active","4V5KG9DH8KN216130","01/08/2019","COLIN","SRS Distribution","KN216130 - TRUCK KNUCKLEBOOM"
"HJ154104","TRUCK KNUCKLEBOOM","Active","1NKZX7EX4HJ154104","08/12/2016","COMED","SRS Distribution","HJ154104 - TRUCK KNUCKLEBOOM"
"ND824441","TRUCK KNUCKLEBOOM","Active","1NPCXPEX6ND824441","06/08/2022","COMED","SRS Distribution","ND824441 - TRUCK KNUCKLEBOOM"
"NM026302","TRUCK KNUCKLEBOOM","Active","1M2GR3GCXNM026302","10/26/2021","COMED","SRS Distribution","NM026302 - TRUCK KNUCKLEBOOM"
"FDGM8017","TRUCK KNUCKLEBOOM","Active","3ALHG3DV4FDGM8017","01/15/2015","COOMA","SRS Distribution","FDGM8017 - TRUCK KNUCKLEBOOM"
"PD824454","TRUCK KNUCKLEBOOM","Active","1NPCXPEX0PD824454","06/22/2023","COOMA","SRS Distribution","PD824454 - TRUCK KNUCKLEBOOM"
"N3096968","TRUCK KNUCKLEBOOM","On Order","4V5KG9EH8NN3096968","","CORP","SRS Distribution","N3096968 - TRUCK KNUCKLEBOOM"
"KN220301","TRUCK KNUCKLEBOOM","Active","4V5KG9EH9KN220301","03/15/2019","COSIO","SRS Distribution","KN220301 - TRUCK KNUCKLEBOOM"
"KN193546","TRUCK KNUCKLEBOOM","Active","4V5K99EH9KN193546","10/16/2018","COSIO","SRS Distribution","KN193546 - TRUCK KNUCKLEBOOM"
"RD649383","TRUCK KNUCKLEBOOM","Active","1NPCXPEX0RD649383","03/18/2024","CSROC","SRS Distribution","RD649383 - TRUCK KNUCKLEBOOM"
"CHBM6098","TRUCK KNUCKLEBOOM","Disposed","1FVHC5DV0CHBM6098","03/08/2012","CSROC","SRS Distribution","CHBM6098 - TRUCK KNUCKLEBOOM"
"RD649399","TRUCK KNUCKLEBOOM","Storm","1NPCXPEX4RD649399","06/28/2024","DJKAN","SRS Distribution","RD649399 - TRUCK KNUCKLEBOOM"
"GHGY9981","TRUCK KNUCKLEBOOM","Active","1FVHG3DV7GHGY9981","09/11/2015","DJSPR","SRS Distribution","GHGY9981 - TRUCK KNUCKLEBOOM"
"FDGM8015","TRUCK KNUCKLEBOOM","In-Shop","3ALHG3DV0FDGM8015","12/18/2014","DJSPR","SRS Distribution","FDGM8015 - TRUCK KNUCKLEBOOM"
"5HU75066","TRUCK KNUCKLEBOOM","Disposed","1FVHC5CV85HU75066","04/01/2022","FLEQU","SRS Distribution","5HU75066 - TRUCK KNUCKLEBOOM"
"5HU75067","TRUCK KNUCKLEBOOM","Disposed","1FVHC5CVX5HU75067","04/01/2022","FLHUN","SRS Distribution","5HU75067 - TRUCK KNUCKLEBOOM"
"NN309695","TRUCK KNUCKLEBOOM","Active","4V5KG9EH2NN309695","06/17/2022","FLMED","SRS Distribution","NN309695 - TRUCK KNUCKLEBOOM"
"7HY38049","TRUCK KNUCKLEBOOM","Disposed","1FVHC5CV17HY38049","04/01/2022","FLMED","SRS Distribution","7HY38049 - TRUCK KNUCKLEBOOM"
"3J069988","TRUCK KNUCKLEBOOM","Auction","1HTWYAXT93J069988","04/01/2022","FLMED","SRS Distribution","3J069988 - TRUCK KNUCKLEBOOM"
"3M803062","TRUCK KNUCKLEBOOM","Disposed","2NPNLZ0X53M803062","02/07/2020","GACED","SRS Distribution","3M803062 - TRUCK KNUCKLEBOOM"
"KN193551","TRUCK KNUCKLEBOOM","Active","4V5K99EH2KN193551","08/17/2018","GACED","SRS Distribution","KN193551 - TRUCK KNUCKLEBOOM"
"PD824458","TRUCK KNUCKLEBOOM","Active","1NPCXPEX8PD824458","06/22/2023","GACED","SRS Distribution","PD824458 - TRUCK KNUCKLEBOOM"
"FDGS9556","TRUCK KNUCKLEBOOM","Active","3ALMG3DV7FDGS9556","02/07/2020","GACED","SRS Distribution","FDGS9556 - TRUCK KNUCKLEBOOM"
"HDJG5361","TRUCK KNUCKLEBOOM","Active","3ALMG3DV0HDJG5361","02/07/2020","GADES","SRS Distribution","HDJG5361 - TRUCK KNUCKLEBOOM"
"9AAH8595","TRUCK KNUCKLEBOOM","Disposed","2FZHAZCV79AAH8595","02/07/2020","GADES","SRS Distribution","9AAH8595 - TRUCK KNUCKLEBOOM"
"NN298361","TRUCK KNUCKLEBOOM","Active","4V5KG9EH4NN298361","04/29/2022","GADES","SRS Distribution","NN298361 - TRUCK KNUCKLEBOOM"
"ND775208","TRUCK KNUCKLEBOOM","Active","1NPCXPEX6ND775208","07/06/2021","GADES","SRS Distribution","ND775208 - TRUCK KNUCKLEBOOM"
"HDHY6725","TRUCK KNUCKLEBOOM","Active","3ALMG3DV6HDHY6725","02/07/2020","GADES","SRS Distribution","HDHY6725 - TRUCK KNUCKLEBOOM"
"NM029623","TRUCK KNUCKLEBOOM","Active","1M2GR3GC1NM029623","11/01/2022","GADES","SRS Distribution","NM029623 - TRUCK KNUCKLEBOOM"
"JDJV4994","TRUCK KNUCKLEBOOM","Active","3ALMG3DV3JDJV4994","02/07/2020","GADES","SRS Distribution","JDJV4994 - TRUCK KNUCKLEBOOM"
"KDKE4821","TRUCK KNUCKLEBOOM","Active","3ALMG3DVXKDKE4821","02/07/2020","GADES","SRS Distribution","KDKE4821 - TRUCK KNUCKLEBOOM"
"ND775210","TRUCK KNUCKLEBOOM","Active","1NPCXPEX4ND775210","04/26/2022","GAQUA","SRS Distribution","ND775210 - TRUCK KNUCKLEBOOM"
"LN266267","TRUCK KNUCKLEBOOM","Active","4V5KG9EHXLN266267","07/13/2020","GAQUA","SRS Distribution","LN266267 - TRUCK KNUCKLEBOOM"
"EHFP3187","TRUCK KNUCKLEBOOM","Disposed","1FVHG3DV3EHFP3187","07/02/2013","GHHOB","SRS Distribution","EHFP3187 - TRUCK KNUCKLEBOOM"
"DD166800","TRUCK KNUCKLEBOOM","Disposed","1NP9L50X4DD166800","06/28/2013","GHHOB","SRS Distribution","DD166800 - TRUCK KNUCKLEBOOM"
"GHGY1530","TRUCK KNUCKLEBOOM","Disposed","1FVHG3DV0GHGY1530","07/23/2015","GHHOB","SRS Distribution","GHGY1530 - TRUCK KNUCKLEBOOM"
"JD460406","TRUCK KNUCKLEBOOM","Active","1NPCXPEXXJD460406","07/07/2017","GHHOB","SRS Distribution","JD460406 - TRUCK KNUCKLEBOOM"
"KN195599","TRUCK KNUCKLEBOOM","Active","4V5KC9EH5KN195599","05/11/2018","GHHOB","SRS Distribution","KN195599 - TRUCK KNUCKLEBOOM"
"EHFX1110","TRUCK KNUCKLEBOOM","Active","1FVHG3DV2EHFX1110","02/11/2014","GHHOB","SRS Distribution","EHFX1110 - TRUCK KNUCKLEBOOM"
"RD649388","TRUCK KNUCKLEBOOM","Active","1NPCXPEXXRD649388","04/19/2024","GHHOB","SRS Distribution","RD649388 - TRUCK KNUCKLEBOOM"
"EDGA1871","TRUCK KNUCKLEBOOM","Disposed","3ALHG3DV2EDGA1871","05/05/2014","GHHOB","SRS Distribution","EDGA1871 - TRUCK KNUCKLEBOOM"
"EHFT0599","TRUCK KNUCKLEBOOM","Active","1FVHG3DV9EHFT0599","12/05/2013","GHHOB","SRS Distribution","EHFT0599 - TRUCK KNUCKLEBOOM"
"GHGV1789","TRUCK KNUCKLEBOOM","Active","1FVHG3DV1GHGV1789","05/07/2015","GHHOB","SRS Distribution","GHGV1789 - TRUCK KNUCKLEBOOM"
"GHGY9983","TRUCK KNUCKLEBOOM","Disposed","1FVHG3DV0GHGY9983","01/04/2016","GHHOB","SRS Distribution","GHGY9983 - TRUCK KNUCKLEBOOM"
"SN666638","TRUCK KNUCKLEBOOM","On Order","4V5KG9EH5SN666638","","GREENFIELD","SRS Distribution","SN666638 - TRUCK KNUCKLEBOOM"
"JD463857","TRUCK KNUCKLEBOOM","Active","1NPCX7EX3JD463857","08/21/2017","HWBRA","SRS Distribution","JD463857 - TRUCK KNUCKLEBOOM"
"EHFT7962","TRUCK KNUCKLEBOOM","Disposed","1PVHG3DU1EHFT7962","10/25/2013","HWBRA","SRS Distribution","EHFT7962 - TRUCK KNUCKLEBOOM"
"EHFT7692","TRUCK KNUCKLEBOOM","Active","1FVHG3DV1EHFT7692","10/22/2013","HWBRA","SRS Distribution","EHFT7692 - TRUCK KNUCKLEBOOM"
"JD463858","TRUCK KNUCKLEBOOM","Active","1NPCX7EX5JD463858","09/05/2017","HWDAR","SRS Distribution","JD463858 - TRUCK KNUCKLEBOOM"
"KN195602","TRUCK KNUCKLEBOOM","Active","4V5KC9EH1KN195602","06/20/2018","HWFOX","SRS Distribution","KN195602 - TRUCK KNUCKLEBOOM"
"EHFT0596","TRUCK KNUCKLEBOOM","Active","1FVHG3DV3EHFT0596","10/11/2013","HWNHA","SRS Distribution","EHFT0596 - TRUCK KNUCKLEBOOM"
"GHGV1807","TRUCK KNUCKLEBOOM","Auction","1FVHG3DVXGHGV1807","07/27/2015","HWNHA","SRS Distribution","GHGV1807 - TRUCK KNUCKLEBOOM"
"GHGV1788","TRUCK KNUCKLEBOOM","Active","1FVHG3DVXGHGV1788","05/20/2015","HWWOR","SRS Distribution","GHGV1788 - TRUCK KNUCKLEBOOM"
"PD824457","TRUCK KNUCKLEBOOM","Active","1NPCXPEX6PD824457","06/26/2023","JBMUR","SRS Distribution","PD824457 - TRUCK KNUCKLEBOOM"
"EHFY0037","TRUCK KNUCKLEBOOM","Disposed","1FVHG3DV8EHFY0037","02/12/2014","JBMUR","SRS Distribution","EHFY0037 - TRUCK KNUCKLEBOOM"
"LD665797","TRUCK KNUCKLEBOOM","Active","1NPCXPEX9LD665797","09/29/2021","JBTOR","SRS Distribution","LD665797 - TRUCK KNUCKLEBOOM"
"FHGG8513","TRUCK KNUCKLEBOOM","Disposed","1FVHG3DV9FHGG8513","05/05/2017","KBPBB","SRS Distribution","FHGG8513 - TRUCK KNUCKLEBOOM"
"KN193541","TRUCK KNUCKLEBOOM","Active","4V5K99EHXKN193541","09/18/2018","KBPFR","SRS Distribution","KN193541 - TRUCK KNUCKLEBOOM"
"KN195597","TRUCK KNUCKLEBOOM","Active","4V5KC9EH1KN195597","05/24/2018","KBPJT","SRS Distribution","KN195597 - TRUCK KNUCKLEBOOM"
"MN280899","TRUCK KNUCKLEBOOM","Active","4V5KG9EH5MN280899","03/31/2021","KBPLA","SRS Distribution","MN280899 - TRUCK KNUCKLEBOOM"
"LN268935","TRUCK KNUCKLEBOOM","Active","4V5KG9EH2LN268935","03/15/2021","KBPLA","SRS Distribution","LN268935 - TRUCK KNUCKLEBOOM"
"NN298359","TRUCK KNUCKLEBOOM","Active","4V5KG9EH6NN298359","02/23/2022","KBPLA","SRS Distribution","NN298359 - TRUCK KNUCKLEBOOM"
"KN202282","TRUCK KNUCKLEBOOM","Active","4V5KC9EG3KN202282","09/07/2018","KBPMB","SRS Distribution","KN202282 - TRUCK KNUCKLEBOOM"
"SD716162","TRUCK KNUCKLEBOOM","On Order","1NPCXPEX5SD716162","","KBPMB","SRS Distribution","SD716162 - TRUCK KNUCKLEBOOM"
"KN220302","TRUCK KNUCKLEBOOM","Active","4V5KG9EH0KN220302","03/11/2019","KBPMB","SRS Distribution","KN220302 - TRUCK KNUCKLEBOOM"
"GLHE4112","TRUCK KNUCKLEBOOM","Disposed","5KKHAXDV8GLHE4112","06/22/2015","KBPMB","SRS Distribution","GLHE4112 - TRUCK KNUCKLEBOOM"
"EHFP8135","TRUCK KNUCKLEBOOM","Active","1FVHG3DV9EHFP8135","05/05/2017","KBPMB","SRS Distribution","EHFP8135 - TRUCK KNUCKLEBOOM"
"DHBZ2104","TRUCK KNUCKLEBOOM","Disposed","1FVHG3CY4DHBZ2104","09/10/2012","KBPPI","SRS Distribution","DHBZ2104 - TRUCK KNUCKLEBOOM"
"JN995530","TRUCK KNUCKLEBOOM","Active","4V5K99EH7JN995530","09/05/2017","KBPPI","SRS Distribution","JN995530 - TRUCK KNUCKLEBOOM"
"KN220303","TRUCK KNUCKLEBOOM","Active","4V5KG9EH2KN220303","04/12/2019","KBPRD","SRS Distribution","KN220303 - TRUCK KNUCKLEBOOM"
"EDFZ7385","TRUCK KNUCKLEBOOM","Disposed","3ALHG3DV9EDFZ7385","05/05/2017","KBPRD","SRS Distribution","EDFZ7385 - TRUCK KNUCKLEBOOM"
"RD649378","TRUCK KNUCKLEBOOM","Active","1NPCXPEX7RD649378","01/31/2024","KBPRD","SRS Distribution","RD649378 - TRUCK KNUCKLEBOOM"
"KN220291","TRUCK KNUCKLEBOOM","Active","4V5KG9EHXKN220291","01/24/2019","KBPRD","SRS Distribution","KN220291 - TRUCK KNUCKLEBOOM"
"FDGK9335","TRUCK KNUCKLEBOOM","In-Shop","3ALHG3DV0FDGK9335","09/26/2014","KBPRD","SRS Distribution","FDGK9335 - TRUCK KNUCKLEBOOM"
"LN266266","TRUCK KNUCKLEBOOM","Active","4V5KG9EH8LN266266","12/22/2020","KBPSB","SRS Distribution","LN266266 - TRUCK KNUCKLEBOOM"
"HN984857","TRUCK KNUCKLEBOOM","Active","4V5KC9EH1HN984857","09/13/2017","KBPSB","SRS Distribution","HN984857 - TRUCK KNUCKLEBOOM"
"LN266265","TRUCK KNUCKLEBOOM","Active","4V5KG9EH6LN266265","12/22/2020","KBPSB","SRS Distribution","LN266265 - TRUCK KNUCKLEBOOM"
"KN220307","TRUCK KNUCKLEBOOM","Active","4V5KG9EHXKN220307","05/24/2019","KBPSG","SRS Distribution","KN220307 - TRUCK KNUCKLEBOOM"
"6HV77952","TRUCK KNUCKLEBOOM","Disposed","1FVHC5CV46HV77952","05/05/2017","KBPSG","SRS Distribution","6HV77952 - TRUCK KNUCKLEBOOM"
"MN275135","TRUCK KNUCKLEBOOM","Active","4V5KG9EH3MN275135","03/14/2020","KBPSG","SRS Distribution","MN275135 - TRUCK KNUCKLEBOOM"
"JHJS0644","TRUCK KNUCKLEBOOM","Active","1FVHG3DVXJHJS0644","08/13/2018","KBPYK","SRS Distribution","JHJS0644 - TRUCK KNUCKLEBOOM"
"ND775203","TRUCK KNUCKLEBOOM","Active","1NPCXPEX7ND775203","03/28/2022","KBPYK","SRS Distribution","ND775203 - TRUCK KNUCKLEBOOM"
"7R161342","TRUCK KNUCKLEBOOM","Active","1NKDX4EXX7R161342","03/24/2023","MARSEAT","Heritage Landscape Supply Group","7R161342 - TRUCK KNUCKLEBOOM"
"4K008970","TRUCK KNUCKLEBOOM","Active","JL6BLC1H84K008970","03/24/2023","MARSEAT","Heritage Landscape Supply Group","4K008970 - TRUCK KNUCKLEBOOM"
"6R161341","TRUCK KNUCKLEBOOM","Active","1NKDX4TX66R161341","03/24/2023","MARSEAT","Heritage Landscape Supply Group","6R161341 - TRUCK KNUCKLEBOOM"
"KN195601","TRUCK KNUCKLEBOOM","Active","4V5KC9EHXKN195601","07/31/2018","MEDAN","SRS Distribution","KN195601 - TRUCK KNUCKLEBOOM"
"JDJM2101","TRUCK KNUCKLEBOOM","Active","3ALHG3DV8JDJM2101","08/26/2019","MEWAT","SRS Distribution","JDJM2101 - TRUCK KNUCKLEBOOM"
"LD665794","TRUCK KNUCKLEBOOM","Active","1NPCXPEX3LD665794","06/24/2021","MEWIN","SRS Distribution","LD665794 - TRUCK KNUCKLEBOOM"
"FDGM8014","TRUCK KNUCKLEBOOM","Active","3ALHG3DV9FDGM8014","12/10/2014","MKBER","SRS Distribution","FDGM8014 - TRUCK KNUCKLEBOOM"
"RD649382","TRUCK KNUCKLEBOOM","Active","1NPCXPEX9RD649382","02/01/2024","MKCHA","SRS Distribution","RD649382 - TRUCK KNUCKLEBOOM"
"EN155632","TRUCK KNUCKLEBOOM","Disposed","4V5K99EH4EN155632","03/05/2014","MKCHA","SRS Distribution","EN155632 - TRUCK KNUCKLEBOOM"
"GHGY1528","TRUCK KNUCKLEBOOM","Active","1FVHG3DV2GHGY1528","08/04/2015","MKCHA","SRS Distribution","GHGY1528 - TRUCK KNUCKLEBOOM"
"GHGV1794","TRUCK KNUCKLEBOOM","Active","1FVHG3DV5GHGV1794","05/20/2015","MKCHA","SRS Distribution","GHGV1794 - TRUCK KNUCKLEBOOM"
"EN149883","TRUCK KNUCKLEBOOM","Disposed","4V5K99EHXEN149883","03/04/2014","MKHAR","SRS Distribution","EN149883 - TRUCK KNUCKLEBOOM"
"GHHP8503","TRUCK KNUCKLEBOOM","Active","1FVHG3DV0GHHP8503","09/16/2016","MKHAR","SRS Distribution","GHHP8503 - TRUCK KNUCKLEBOOM"
"EHFY0039","TRUCK KNUCKLEBOOM","Disposed","1FVHG3DV1EHFY0039","02/11/2014","MKHAR","SRS Distribution","EHFY0039 - TRUCK KNUCKLEBOOM"
"GHHB0823","TRUCK KNUCKLEBOOM","Active","1FVHG3DV3GHHB0823","10/13/2016","MOMON","SRS Distribution","GHHB0823 - TRUCK KNUCKLEBOOM"
"EHFT7693","TRUCK KNUCKLEBOOM","Active","1FVHG3DV3EHFT7693","10/11/2013","MSDOY","SRS Distribution","EHFT7693 - TRUCK KNUCKLEBOOM"
"7J560701","TRUCK KNUCKLEBOOM","Active","1HTWNAZT37J560701","10/08/2021","MSDOY","SRS Distribution","7J560701 - TRUCK KNUCKLEBOOM"
